,,,,,,,
    1     Date ,,,,,,,
    2     Number of game,,,,,,,
    3     Day of week ,,,,,,,
  4     Visiting team,,,,,,,
5 Visiting team league,,,,,,,
    6     Visiting team game number,,,,,,,
  7  Home team,,,,,,,
8 Home league,,,,,,,
    9     Home team game number,,,,,,,
10 Visiting team score,,,,,,,
11  Home team score ,,,,,,,
   12     Length of game in outs,,,,,,,
   13     Day/night,,,,,,,
   14     Completion information. ,,,,,,,
   15     Forfeit information,,,,,,,
   16     Protest information,,,,,,,
   17     Park ID,,,,,,,
   18     Attendance,,,,,,,
   19     Time of game in minutes,,,,,,,
20 Visiting line scores,,,,,,,
21 Home line scores,,,,,,,
22 visting at-bats,,,,,,,
23  visiting hits,,,,,,,
24  visiting doubles,,,,,,,
25 visiting triples,,,,,,,
 26 visiting homeruns,,,,,,,
27 visiting RBI,,,,,,,
 28 visiting sacrifice hits,,,,,,,
29 visiting  sacrifice flies,,,,,,,
           30  visiting hit-by-pitch,,,,,,,
          31  visiting walks,,,,,,,
      32  visiting     intentional walks,,,,,,,
33 visiting strikeouts,,,,,,,
          34 visiting  stolen bases,,,,,,,
        35  visiting   caught stealing,,,,,,,
           36  visiting grounded into double plays,,,,,,,
         37  visiting  awarded first on catcher's interference,,,,,,,
        38  visiting  left on base,,,,,,,
        39   visiting  pitchers used ,,,,,,,
       40    visiting  individual earned runs,,,,,,,
          41   visiting team earned runs,,,,,,,
          42 visiting wild pitches,,,,,,,
          43  visiting balks,,,,,,,
44 visiting putouts. ,,,,,,,
45 visiting assists,,,,,,,
46  visiting     errors,,,,,,,
     47 visiting passed balls,,,,,,,
       48   visiting   double plays,,,,,,,
      49   visiting    triple plays,,,,,,,
50 home at-bats,,,,,,,
51  home hits,,,,,,,
52 home doubles,,,,,,,
53 home triples,,,,,,,
54 home homeruns,,,,,,,
55 home RBI,,,,,,,
56 home sacrifice hits,,,,,,,
57 home  sacrifice flies,,,,,,,
58  home hit-by-pitch,,,,,,,
59 home walks,,,,,,,
60 home    intentional walks,,,,,,,
61 home strikeouts,,,,,,,
62 home  stolen bases,,,,,,,
63 home caught stealing,,,,,,,
64 home grounded into double plays,,,,,,,
65 home awarded first on catcher's interference,,,,,,,
66 home left on base,,,,,,,
      67   home  pitchers used ,,,,,,,
     68    home  individual earned runs,,,,,,,
   69  home team earned runs,,,,,,,
         70  home wild pitches,,,,,,,
   71  home balks,,,,,,,
72 home putouts ,,,,,,,
73 home assists,,,,,,,
74 home errors,,,,,,,
75 home passed balls,,,,,,,
76 home double plays,,,,,,,
77 home triple plays,,,,,,,
78 Home plate umpire ID,,,,,,,
79 Home plate umpire name,,,,,,,
80 1B umpire ID,,,,,,,
81 1B umpire  name,,,,,,,
82  2B umpire ID ,,,,,,,
83  2B umpire name,,,,,,,
84  3B umpire ID ,,,,,,,
85  3B umpire name ,,,,,,,
86 LF umpire ID ,,,,,,,
87 LF umpire name,,,,,,,
88 RF umpire ID ,,,,,,,
89 RF umpire name,,,,,,,
90  Visiting team manager ID,,,,,,,
91  Visiting team manager name,,,,,,,
92  Home team manager ID,,,,,,,
93  Home team manager  name,,,,,,,
94 Winning pitcher ID ,,,,,,,
95 Winning pitcher name,,,,,,,
96 Losing pitcher ID ,,,,,,,
97 Losing pitcher name,,,,,,,
98 Saving pitcher ID ,,,,,,,
99 Saving pitcher name,,,,,,,
100 Game Winning RBI batter ID,,,,,,,
101 Game Winning RBI player name,,,,,,,
102  Visiting starting pitcher ID,,,,,,,
103 Visiting starting pitcher name,,,,,,,
104 Home starting pitcher ID,,,,,,,
105 Home starting pitcher name,,,,,,,
106 visiting player 1,,,,,,,
107 visiting player 2,,,,,,,
108 visiting player 3,,,,,,,
109 visiting player 4,,,,,,,
110 visiting player 5,,,,,,,
111 visiting player 6,,,,,,,
112 visiting player 7,,,,,,,
113 visiting player 8,,,,,,,
114 visiting player 9,,,,,,,
115 visiting player 10,,,,,,,
116 visiting player 11,,,,,,,
117 visiting player 12,,,,,,,
118 visiting player 13,,,,,,,
119 visiting player 14,,,,,,,
120 visiting player 15,,,,,,,
121 visiting player 16,,,,,,,
122 visiting player 17,,,,,,,
123 visiting player 18,,,,,,,
124 visiting player 19,,,,,,,
125 visiting player 20,,,,,,,
126 visiting player 21,,,,,,,
127 visiting player 22,,,,,,,
128 visiting player 23,,,,,,,
129 visiting player 24,,,,,,,
130 visiting player 25,,,,,,,
131 visiting player 26,,,,,,,
132 visiting player 27,,,,,,,
133 home player 1,,,,,,,
134 home player 2,,,,,,,
135 home player 3,,,,,,,
136 home player 4,,,,,,,
137 home player 5,,,,,,,
138 home player 6,,,,,,,
139 home player 7,,,,,,,
140 home player 8,,,,,,,
141 home player 9,,,,,,,
142 home player 10,,,,,,,
143 home player 11,,,,,,,
144 home player 12,,,,,,,
145 home player 13,,,,,,,
146 home player 14,,,,,,,
147 home player 15,,,,,,,
148 home player 16,,,,,,,
149 home player 17,,,,,,,
150 home player 18,,,,,,,
151 home player 19,,,,,,,
152 home player 20,,,,,,,
153 home player 21,,,,,,,
154 home player 22,,,,,,,
155 home player 23,,,,,,,
156 home player 24,,,,,,,
157 home player 25,,,,,,,
158 home player 26,,,,,,,
159 home player 27,,,,,,,
160 Additional information,,,,,,,
  161     Acquisition information:,,,,,,,